sim_id,final_balance,total_return_pct,total_trades,win_rate,max_drawdown_pct,sharpe_ratio
23,19803054.172516115,1980205.4172516116,1229,0.6045565500406835,10.77144114448652,16.405283342073513
24,2742160.755177929,274116.0755177929,1261,0.5551149881046789,14.343665094412772,12.816807226673598
25,9865898.924422948,986489.8924422947,1267,0.5824782951854776,10.128396363824251,14.921374432865436
26,29972922.59218797,2997192.259218797,1317,0.59832953682612,10.771441144486527,16.476803106140135
27,9302981.480889224,930198.1480889224,1295,0.5768339768339769,15.19840965868971,14.646421833428155
28,9163523.618126247,916252.3618126246,1254,0.5829346092503987,12.732601393373248,14.879702989857922
29,6509897.335874206,650889.7335874205,1287,0.5703185703185704,9.547895527284117,14.100350636294237
30,4677994.485831584,467699.4485831584,1306,0.5604900459418071,12.856782494622554,13.451302082635308
31,1843414.2112096448,184241.42112096446,1277,0.5442443226311668,14.465553659528641,12.089761218003627
32,25691211.888505317,2569021.188850532,1302,0.5975422427035331,10.32288584096093,16.319520221971686
33,2777530.671192907,277653.0671192907,1189,0.5660218671152228,12.103690135411172,13.237774502860495
34,7991320.013950966,799032.0013950967,1293,0.5738592420726991,10.771441144486536,14.405381747176541
35,6267100.034652862,626610.0034652862,1274,0.5714285714285714,11.217752822509585,14.113521854427994
36,13021564.92135132,1302056.492135132,1344,0.5766369047619048,9.09318941416637,14.905396934399926
37,22115430.98652303,2211443.0986523028,1263,0.6009501187648456,11.978435860125048,16.343214655921045
